id	name	parentid	order
2606	理塘	394	14
2607	巴塘	394	15
2608	乡城	394	16
2609	稻城	394	17
2610	得荣	394	18
2611	西昌	395	1
2612	木里	395	2
2613	盐源	395	3
2614	德昌	395	4
2615	会理	395	5
2616	会东	395	6
2617	宁南	395	7
2618	普格	395	8
2619	布拖	395	9
2620	金阳	395	10
2621	昭觉	395	11
2622	喜德	395	12
2623	冕宁	395	13
2624	越西	395	14
2625	甘洛	395	15
2626	美姑	395	16
2627	雷波	395	17
2628	观山湖	396	1
2629	南明	396	2
2630	云岩	396	3
2631	花溪	396	4
2632	乌当	396	5
2633	白云	396	6
2634	开阳	396	7
2635	息烽	396	8
2636	修文	396	9
2637	清镇	396	10
2638	钟山	397	1
2639	六枝特	397	2
2640	水城	397	3
2641	盘县	397	4
2642	红花岗	398	1
2643	汇川	398	2
2644	遵义	398	3
2645	桐梓	398	4
2646	绥阳	398	5
2647	正安	398	6
2648	道真	398	7
2649	务川	398	8
2650	凤冈	398	9
2651	湄潭	398	10
2652	余庆	398	11
2653	习水	398	12
2654	赤水	398	13
2655	仁怀	398	14
2656	西秀	399	1
2657	平坝	399	2
2658	普定	399	3
2659	镇宁	399	4
2660	关岭	399	5
2661	紫云	399	6
2662	七星关	400	1
2663	大方	400	2
2664	黔西	400	3
2665	金沙	400	4
2666	织金	400	5
2667	纳雍	400	6
2668	威宁	400	7
2669	赫章	400	8
2670	碧江	401	1
2671	万山	401	2
2672	江口	401	3
2673	玉屏	401	4
2674	石阡	401	5
2675	思南	401	6
2676	印江	401	7
2677	德江	401	8
2678	沿河	401	9
2679	松桃	401	10
2680	兴义	402	1
2681	兴仁	402	2
2682	普安	402	3
2683	晴隆	402	4
2684	贞丰	402	5
2685	望谟	402	6
2686	册亨	402	7
2687	安龙	402	8
2688	凯里	403	1
2689	黄平	403	2
2690	施秉	403	3
2691	三穗	403	4
2692	镇远	403	5
2693	岑巩	403	6
2694	天柱	403	7
2695	锦屏	403	8
2696	剑河	403	9
2697	台江	403	10
2698	黎平	403	11
2699	榕江	403	12
2700	从江	403	13
2701	雷山	403	14
2702	麻江	403	15
2703	丹寨	403	16
2704	都匀	404	1
2705	福泉	404	2
2706	荔波	404	3
2707	贵定	404	4
2708	瓮安	404	5
2709	独山	404	6
2710	平塘	404	7
2711	罗甸	404	8
2712	长顺	404	9
2713	龙里	404	10
2714	惠水	404	11
2715	三都	404	12
2716	五华	405	1
2717	盘龙	405	2
2718	官渡	405	3
2719	西山	405	4
2720	东川	405	5
2721	呈贡	405	6
2722	晋宁	405	7
2723	富民	405	8
2724	宜良	405	9
2725	石林	405	10
2726	嵩明	405	11
2727	禄劝	405	12
2728	寻甸	405	13
2729	安宁	405	14
2730	麒麟	406	1
2731	马龙	406	2
2732	陆良	406	3
2733	师宗	406	4
2734	罗平	406	5
2735	富源	406	6
2736	会泽	406	7
2737	沾益	406	8
2738	宣威	406	9
2739	红塔	407	1
2740	江川	407	2
2741	澄江	407	3
2742	通海	407	4
2743	华宁	407	5
2744	易门	407	6
2745	峨山	407	7
2746	新平	407	8
2747	元江	407	9
2748	昭阳	408	1
2749	鲁甸	408	2
2750	巧家	408	3
2751	盐津	408	4
2752	大关	408	5
2753	永善	408	6
2754	绥江	408	7
2755	镇雄	408	8
2756	彝良	408	9
2757	威信	408	10
2758	水富	408	11
2759	古城	409	1
2760	玉龙	409	2
2761	永胜	409	3
2762	华坪	409	4
2763	宁蒗	409	5
2764	思茅	410	1
2765	宁洱	410	2
2766	墨江	410	3
2767	景东	410	4
2768	景谷	410	5
2769	镇沅	410	6
2770	江城	410	7
2771	孟连	410	8
2772	澜沧	410	9
2773	西盟	410	10
2774	临翔	411	1
2775	凤庆	411	2
2776	云县	411	3
2777	永德	411	4
2778	镇康	411	5
2779	双江	411	6
2780	耿马	411	7
2781	沧源	411	8
2782	楚雄	412	1
2783	双柏	412	2
2784	牟定	412	3
2785	南华	412	4
2786	姚安	412	5
2787	大姚	412	6
2788	永仁	412	7
2789	元谋	412	8
2790	武定	412	9
2791	禄丰	412	10
2792	个旧	413	1
2793	开远	413	2
2794	蒙自	413	3
2795	屏边	413	4
2796	建水	413	5
2797	石屏	413	6
2798	弥勒	413	7
2799	泸西	413	8
2800	元阳	413	9
2801	红河	413	10
2802	金平	413	11
2803	绿春	413	12
2804	河口	413	13
2805	文山	414	1
2806	砚山	414	2
2807	西畴	414	3
2808	麻栗坡	414	4
2809	马关	414	5
2810	丘北	414	6
2811	广南	414	7
2812	富宁	414	8
2813	景洪	415	1
2814	勐海	415	2
2815	勐腊	415	3
2816	大理	416	1
2817	漾濞	416	2
2818	祥云	416	3
2819	宾川	416	4
2820	弥渡	416	5
2821	南涧	416	6
2822	巍山	416	7
2823	永平	416	8
2824	云龙	416	9
2825	洱源	416	10
2826	剑川	416	11
2827	鹤庆	416	12
2828	瑞丽	417	1
2829	芒市	417	2
2830	梁河	417	3
2831	盈江	417	4
2832	陇川	417	5
2833	泸水	418	1
2834	福贡	418	2
2835	贡山	418	3
2836	兰坪	418	4
2837	香格里拉	419	1
2838	德钦	419	2
2839	维西	419	3
2840	隆阳	420	1
2841	施甸	420	2
2842	腾冲	420	3
2843	龙陵	420	4
2844	昌宁	420	5
2845	城关	421	1
2846	林周	421	2
2847	当雄	421	3
2848	尼木	421	4
2849	曲水	421	5
2850	堆龙德庆	421	6
2851	达孜	421	7
2852	墨竹工卡	421	8
2853	昌都	422	1
2854	江达	422	2
2855	贡觉	422	3
2856	类乌齐	422	4
2857	丁青	422	5
2858	察雅	422	6
2859	八宿	422	7
2860	左贡	422	8
2861	芒康	422	9
2862	洛隆	422	10
2863	边坝	422	11
2864	乃东	423	1
2865	扎囊	423	2
2866	贡嘎	423	3
2867	桑日	423	4
2868	琼结	423	5
2869	曲松	423	6
2870	措美	423	7
2871	洛扎	423	8
2872	加查	423	9
2873	隆子	423	10
2874	错那	423	11
2875	浪卡子	423	12
2876	日喀则	424	1
2877	南木林	424	2
2878	江孜	424	3
2879	定日	424	4
2880	萨迦	424	5
2881	拉孜	424	6
2882	昂仁	424	7
2883	谢通门	424	8
2884	白朗	424	9
2885	仁布	424	10
2886	康马	424	11
2887	定结	424	12
2888	仲巴	424	13
2889	亚东	424	14
2890	吉隆	424	15
2891	聂拉木	424	16
2892	萨嘎	424	17
2893	岗巴	424	18
2894	双湖	425	1
2895	那曲	425	2
2896	嘉黎	425	3
2897	比如	425	4
2898	聂荣	425	5
2899	安多	425	6
2900	申扎	425	7
2901	索县	425	8
2902	班戈	425	9
2903	巴青	425	10
2904	尼玛	425	11
2905	普兰	426	1
2906	札达	426	2
2907	噶尔	426	3
2908	日土	426	4
2909	革吉	426	5
2910	改则	426	6
2911	措勤	426	7
2912	林芝	427	1
2913	工布江达	427	2
2914	米林	427	3
2915	墨脱	427	4
2916	波密	427	5
2917	察隅	427	6
2918	朗县	427	7
2919	新城	428	1
2920	碑林	428	2
2921	莲湖	428	3
2922	灞桥	428	4
2923	未央	428	5
2924	雁塔	428	6
2925	阎良	428	7
2926	临潼	428	8
2927	长安	428	9
2928	蓝田	428	10
2929	周至	428	11
2930	户县	428	12
2931	高陵	428	13
2932	王益	429	1
2933	印台	429	2
2934	耀州	429	3
2935	宜君	429	4
2936	渭滨	430	1
2937	金台	430	2
2938	陈仓	430	3
2939	凤翔	430	4
2940	岐山	430	5
2941	扶风	430	6
2942	眉县	430	7
2943	陇县	430	8
2944	千阳	430	9
2945	麟游	430	10
2946	凤县	430	11
2947	太白	430	12
2948	秦都	431	1
2949	杨陵	431	2
2950	渭城	431	3
2951	三原	431	4
2952	泾阳	431	5
2953	乾县	431	6
2954	礼泉	431	7
2955	永寿	431	8
2956	彬县	431	9
2957	长武	431	10
2958	旬邑	431	11
2959	淳化	431	12
2960	武功	431	13
2961	兴平	431	14
2962	临渭	432	1
2963	华县	432	2
2964	潼关	432	3
2965	大荔	432	4
2966	合阳	432	5
2967	澄城	432	6
2968	蒲城	432	7
2969	白水	432	8
2970	富平	432	9
2971	韩城	432	10
2972	华阴	432	11
2973	宝塔	433	1
2974	延长	433	2
2975	延川	433	3
2976	子长	433	4
2977	安塞	433	5
2978	志丹	433	6
2979	吴起	433	7
2980	甘泉	433	8
2981	富县	433	9
2982	洛川	433	10
2983	宜川	433	11
2984	黄龙	433	12
2985	黄陵	433	13
2986	汉台	434	1
2987	南郑	434	2
2988	城固	434	3
2989	洋县	434	4
2990	西乡	434	5
2991	勉县	434	6
2992	宁强	434	7
2993	略阳	434	8
2994	镇巴	434	9
2995	留坝	434	10
2996	佛坪	434	11
2997	榆阳	435	1
2998	神木	435	2
2999	府谷	435	3
3000	横山	435	4
3001	靖边	435	5
3002	定边	435	6
3003	绥德	435	7
3004	米脂	435	8
3005	佳县	435	9
3006	吴堡	435	10
3007	清涧	435	11
3008	子洲	435	12
3009	汉滨	436	1
3010	汉阴	436	2
3011	石泉	436	3
3012	宁陕	436	4
3013	紫阳	436	5
3014	岚皋	436	6
3015	平利	436	7
3016	镇坪	436	8
3017	旬阳	436	9
3018	白河	436	10
3019	商州	437	1
3020	洛南	437	2
3021	丹凤	437	3
3022	商南	437	4
3023	山阳	437	5
3024	镇安	437	6
3025	柞水	437	7
3026	城关	438	1
3027	七里河	438	2
3028	西固	438	3
3029	安宁	438	4
3030	红古	438	5
3031	永登	438	6
3032	皋兰	438	7
3033	榆中	438	8
3034	镜铁	439	1
3035	长城	439	2
3036	雄关	439	3
3037	金川	440	1
3038	永昌	440	2
3039	白银	441	1
3040	平川	441	2
3041	靖远	441	3
3042	会宁	441	4
3043	景泰	441	5
3044	秦州	442	1
3045	麦积	442	2
3046	清水	442	3
3047	秦安	442	4
3048	甘谷	442	5
3049	武山	442	6
3050	张家川	442	7
3051	凉州	443	1
3052	民勤	443	2
3053	古浪	443	3
3054	天祝	443	4
3055	甘州	444	1
3056	肃南	444	2
3057	民乐	444	3
3058	临泽	444	4
3059	高台	444	5
3060	山丹	444	6
3061	崆峒	445	1
3062	泾川	445	2
3063	灵台	445	3
3064	崇信	445	4
3065	华亭	445	5
3066	庄浪	445	6
3067	静宁	445	7
3068	肃州	446	1
3069	金塔	446	2
3070	瓜州	446	3
3071	肃北	446	4
3072	阿克塞	446	5
3073	玉门	446	6
3074	敦煌	446	7
3075	西峰	447	1
3076	庆城	447	2
3077	环县	447	3
3078	华池	447	4
3079	合水	447	5
3080	正宁	447	6
3081	宁县	447	7
3082	镇原	447	8
3083	安定	448	1
3084	通渭	448	2
3085	陇西	448	3
3086	渭源	448	4
3087	临洮	448	5
3088	漳县	448	6
3089	岷县	448	7
3090	武都	449	1
3091	成县	449	2
3092	文县	449	3
3093	宕昌	449	4
3094	康县	449	5
3095	西和	449	6
3096	礼县	449	7
3097	徽县	449	8
3098	两当	449	9
3099	临夏	450	1
3100	临夏	450	2
3101	康乐	450	3
3102	永靖	450	4
3103	广河	450	5
3104	和政	450	6
3105	东乡族	450	7
3106	积石山	450	8
3107	合作	451	1
3108	临潭	451	2
3109	卓尼	451	3
3110	舟曲	451	4
3111	迭部	451	5
3112	玛曲	451	6
3113	碌曲	451	7
3114	夏河	451	8
3115	城东	452	1
3116	城中	452	2
3117	城西	452	3
3118	城北	452	4
3119	大通	452	5
3120	湟中	452	6
3121	湟源	452	7
3122	乐都	453	1
3123	平安	453	2
3124	民和	453	3
3125	互助	453	4
3126	化隆	453	5
3127	循化	453	6
3128	门源	454	1
3129	祁连	454	2
3130	海晏	454	3
3131	刚察	454	4
3132	同仁	455	1
3133	尖扎	455	2
3134	泽库	455	3
3135	河南	455	4
3136	共和	456	1
3137	同德	456	2
3138	贵德	456	3
3139	兴海	456	4
3140	贵南	456	5
3141	玛沁	457	1
3142	班玛	457	2
3143	甘德	457	3
3144	达日	457	4
3145	久治	457	5
3146	玛多	457	6
3147	玉树	458	1
3148	杂多	458	2
3149	治多	458	3
3150	囊谦	458	4
3151	曲麻莱	458	5
3152	大柴旦	459	1
3153	冷湖	459	2
3154	茫崖	459	3
3155	格尔木	459	4
3156	德令哈	459	5
3157	乌兰	459	6
3158	都兰	459	7
3159	天峻	459	8
3160	兴庆	460	1
3161	西夏	460	2
3162	金凤	460	3
3163	永宁	460	4
3164	贺兰	460	5
3165	灵武	460	6
3166	大武口	461	1
3167	惠农	461	2
3168	平罗	461	3
3169	红寺堡	462	1
3170	利通	462	2
3171	盐池	462	3
3172	同心	462	4
3173	青铜峡	462	5
3174	原州	463	1
3175	西吉	463	2
3176	隆德	463	3
3177	泾源	463	4
3178	彭阳	463	5
3179	沙坡头	464	1
3180	中宁	464	2
3181	海原	464	3
3182	天山	467	1
3183	沙依巴克	467	2
3184	新市	467	3
3185	水磨沟	467	4
3186	头屯河	467	5
3187	达坂城	467	6
3188	米东	467	7
3189	乌鲁木齐	467	8
3190	独山子	468	1
3191	克拉玛依	468	2
3192	白碱滩	468	3
3193	乌尔禾	468	4
3194	吐鲁番	469	1
3195	鄯善	469	2
3196	托克逊	469	3
3197	哈密	470	1
3198	巴里坤	470	2
3199	伊吾	470	3
3200	昌吉	471	1
3201	阜康	471	2
3202	呼图壁	471	3
3203	玛纳斯	471	4
3204	奇台	471	5
3205	吉木萨尔	471	6
3206	木垒	471	7
3207	阿拉山口	472	1
3208	博乐	472	2
3209	精河	472	3
3210	温泉	472	4
3211	库尔勒	473	1
3212	轮台	473	2
3213	尉犁	473	3
3214	若羌	473	4
3215	且末	473	5
3216	焉耆	473	6
3217	和静	473	7
3218	和硕	473	8
3219	博湖	473	9
3220	阿克苏	474	1
3221	温宿	474	2
3222	库车	474	3
3223	沙雅	474	4
3224	新和	474	5
3225	拜城	474	6
3226	乌什	474	7
3227	阿瓦提	474	8
3228	柯坪	474	9
3229	阿图什	475	1
3230	阿克陶	475	2
3231	阿合奇	475	3
3232	乌恰	475	4
3233	喀什	476	1
3234	疏附	476	2
3235	疏勒	476	3
3236	英吉沙	476	4
3237	泽普	476	5
3238	莎车	476	6
3239	叶城	476	7
3240	麦盖提	476	8
3241	岳普湖	476	9
3242	伽师	476	10
3243	巴楚	476	11
3244	塔什库尔干	476	12
3245	和田	477	1
3246	和田	477	2
3247	墨玉	477	3
3248	皮山	477	4
3249	洛浦	477	5
3250	策勒	477	6
3251	于田	477	7
3252	民丰	477	8
3253	伊宁	478	1
3254	奎屯	478	2
3255	伊宁	478	3
3256	察布查尔锡伯	478	4
3257	霍城	478	5
3258	巩留	478	6
3259	新源	478	7
3260	昭苏	478	8
3261	特克斯	478	9
3262	尼勒克	478	10
3263	塔城	479	1
3264	乌苏	479	2
3265	额敏	479	3
3266	沙湾	479	4
3267	托里	479	5
3268	裕民	479	6
3269	和布克赛尔	479	7
3270	阿勒泰	480	1
3271	布尔津	480	2
3272	富蕴	480	3
3273	福海	480	4
3274	哈巴河	480	5
3275	青河	480	6
3276	吉木乃	480	7
3277	松山	485	1
3278	信义	485	2
3279	大安	485	3
3280	中山	485	4
3281	中正	485	5
3282	大同	485	6
3283	万华	485	7
3284	文山	485	8
3285	南港	485	9
3286	内湖	485	10
3287	士林	485	11
3288	北投	485	12
3289	盐埕	486	1
3290	鼓山	486	2
3291	左营	486	3
3292	楠梓	486	4
3293	三民	486	5
3294	新兴	486	6
3295	前金	486	7
3296	苓雅	486	8
3297	前镇	486	9
3298	旗津	486	10
3299	小港	486	11
3300	中正	487	1
3301	七堵	487	2
3302	暖暖	487	3
3303	仁爱	487	4
3304	中山	487	5
3305	安乐	487	6
3306	信义	487	7
3307	大安	488	1
3308	神冈	488	2
3309	石冈	488	3
3310	东势	488	4
3311	新社	488	5
3312	和平	488	6
3313	大肚	488	7
3314	沙鹿	488	8
3315	龙井	488	9
3316	梧栖	488	10
3317	清水	488	11
3318	大甲	488	12
3319	外埔	488	13
3320	大雅	488	14
3321	潭子	488	15
3322	后里	488	16
3323	丰原	488	17
3324	乌日	488	18
3325	雾峰	488	19
3326	大里	488	20
3327	太平	488	21
3328	中区	488	22
3329	东区	488	23
3330	南区	488	24
3331	西区	488	25
3332	北区	488	26
3333	西屯	488	27
3334	南屯	488	28
3335	北屯	488	29
3336	东区	489	1
3337	南区	489	2
3338	北区	489	3
3339	安南	489	4
3340	安平	489	5
3341	中西	489	6
3342	东区	490	1
3343	北区	490	2
3344	香山	490	3
3345	东区	491	1
3346	西区	491	2
3347	板桥	492	1
3348	瑞芳	492	2
3349	八里	492	3
3350	深坑	492	4
3351	三芝	492	5
3352	金山	492	6
3353	万里	492	7
3354	贡寮	492	8
3355	石门	492	9
3356	双溪	492	10
3357	石碇	492	11
3358	坪林	492	12
3359	乌来	492	13
3360	泰山	492	14
3361	五股	492	15
3362	莺歌	492	16
3363	中和	492	17
3364	新庄	492	18
3365	三重	492	19
3366	新店	492	20
3367	土城	492	21
3368	永和	492	22
3369	芦洲	492	23
3370	汐止	492	24
3371	树林	492	25
3372	淡水	492	26
3373	三峡	492	27
3374	林口	492	28
3375	平溪	492	29
3376	宜兰	493	1
3377	罗东	493	2
3378	苏澳	493	3
3379	头城	493	4
3380	礁溪	493	5
3381	壮围	493	6
3382	员山	493	7
3383	冬山	493	8
3384	五结	493	9
3385	三星	493	10
3386	大同	493	11
3387	南澳	493	12
3388	桃园	494	1
3389	中坜	494	2
3390	大溪	494	3
3391	杨梅	494	4
3392	芦竹	494	5
3393	大园	494	6
3394	龟山	494	7
3395	八德	494	8
3396	龙潭	494	9
3397	平镇	494	10
3398	新屋	494	11
3399	观音	494	12
3400	复兴	494	13
3401	竹北	495	1
3402	竹东	495	2
3403	新埔	495	3
3404	关西	495	4
3405	湖口	495	5
3406	新丰	495	6
3407	芎林	495	7
3408	横山	495	8
3409	北埔	495	9
3410	宝山	495	10
3411	峨眉	495	11
3412	尖石	495	12
3413	五峰	495	13
3414	苗栗	496	1
3415	苑里	496	2
3416	通霄	496	3
3417	竹南	496	4
3418	头份	496	5
3419	后龙	496	6
3420	卓兰	496	7
3421	大湖	496	8
3422	公馆	496	9
3423	铜锣	496	10
3424	南庄	496	11
3425	头屋	496	12
3426	三义	496	13
3427	西湖	496	14
3428	造桥	496	15
3429	三湾	496	16
3430	狮潭	496	17
3431	泰安	496	18
3432	彰化	497	1
3433	鹿港	497	2
3434	和美	497	3
3435	线西	497	4
3436	伸港	497	5
3437	福兴	497	6
3438	秀水	497	7
3439	花坛	497	8
3440	芬园	497	9
3441	员林	497	10
3442	溪湖	497	11
3443	田中	497	12
3444	大村	497	13
3445	埔盐	497	14
3446	埔心	497	15
3447	永靖	497	16
3448	社头	497	17
3449	二水	497	18
3450	北斗	497	19
3451	二林	497	20
3452	田尾	497	21
3453	埤头	497	22
3454	芳苑	497	23
3455	大城	497	24
3456	竹塘	497	25
3457	溪州	497	26
3458	南投	498	1
3459	南投	498	2
3460	草屯	498	3
3461	竹山	498	4
3462	集集	498	5
3463	名间	498	6
3464	鹿谷	498	7
3465	中寮	498	8
3466	鱼池	498	9
3467	国姓	498	10
3468	水里	498	11
3469	信义	498	12
3470	仁爱	498	13
3471	斗六	499	1
3472	斗南	499	2
3473	虎尾	499	3
3474	西螺	499	4
3475	土库	499	5
3476	北港	499	6
3477	古坑	499	7
3478	大埤	499	8
3479	莿桐	499	9
3480	林内	499	10
3481	二仑	499	11
3482	仑背	499	12
3483	麦寮	499	13
3484	东势	499	14
3485	褒忠	499	15
3486	台西	499	16
3487	元长	499	17
3488	四湖	499	18
3489	口湖	499	19
3490	水林	499	20
3491	太保	500	1
3492	朴子	500	2
3493	布袋	500	3
3494	大林	500	4
3495	民雄	500	5
3496	溪口	500	6
3497	新港	500	7
3498	六脚	500	8
3499	东石	500	9
3500	义竹	500	10
3501	鹿草	500	11
3502	水上	500	12
3503	中埔	500	13
3504	竹崎	500	14
3505	梅山	500	15
3506	番路	500	16
3507	大埔	500	17
3508	阿里山	500	18
3509	屏东	501	1
3510	潮州	501	2
3511	东港	501	3
3512	恒春	501	4
3513	万丹	501	5
3514	长治	501	6
3515	麟洛	501	7
3516	九如	501	8
3517	里港	501	9
3518	盐埔	501	10
3519	高树	501	11
3520	万峦	501	12
3521	内埔	501	13
3522	竹田	501	14
3523	新埤	501	15
3524	枋寮	501	16
3525	新园	501	17
3526	崁顶	501	18
3527	林边	501	19
3528	南州	501	20
3529	佳冬	501	21
3530	琉球	501	22
3531	车城	501	23
3532	满州	501	24
3533	枋山	501	25
3534	三地门	501	26
3535	雾台	501	27
3536	玛家	501	28
3537	泰武	501	29
3538	来义	501	30
3539	春日	501	31
3540	狮子	501	32
3541	牡丹	501	33
3542	卑南	502	1
3543	台东	502	2
3544	成功	502	3
3545	关山	502	4
3546	鹿野	502	5
3547	池上	502	6
3548	东河	502	7
3549	长滨	502	8
3550	太麻里	502	9
3551	大武	502	10
3552	绿岛	502	11
3553	海端	502	12
3554	延平	502	13
3555	金峰	502	14
3556	达仁	502	15
3557	兰屿	502	16
3558	花莲	503	1
3559	凤林	503	2
3560	玉里	503	3
3561	新城	503	4
3562	吉安	503	5
3563	寿丰	503	6
3564	光复	503	7
3565	丰滨	503	8
3566	瑞穗	503	9
3567	富里	503	10
3568	秀林	503	11
3569	万荣	503	12
3570	卓溪	503	13
3571	马公	504	1
3572	湖西	504	2
3573	白沙	504	3
3574	西屿	504	4
3575	望安	504	5
3576	七美	504	6
